Ticker,Revenue,Market Cap,BICS_4,GHG Scope 1P,Intensity,GHG Scope 1C,Year
BOH US Equity,584.728,2631.1614,Banks,6.25,10.50916,6.145,2013
BOH US Equity,597.65,2593.2828,Banks,6.145,10.400736,6.216,2014
BOH US Equity,618.329,2722.4474,Banks,6.216,10.149936,6.276,2015
BOH US Equity,655.243,3781.3849,Banks,6.276,9.916932,6.498,2016
BOH US Equity,689.211,3633.8037,Banks,6.498,9.529738,6.568,2017
BOH US Equity,719.096,2793.7731,Banks,6.568,9.168456,6.593,2018
BOH US Equity,770.735,3810.1774,Banks,6.593,8.159744,6.289,2019
BOH US Equity,730.833,3073.9417,Banks,6.289,8.566937,6.261,2020
BOH US Equity,698.069,3371.6074,Banks,6.261,8.880211000000001,6.199,2021
CSII US Equity,82.49,196.6768,Medical Devices,7.418,98.678628,8.14,2011
CSII US Equity,103.897,516.8989,Medical Devices,8.14,80.088934,8.321,2012
CSII US Equity,136.612,968.6006,Medical Devices,8.321,51.686528,7.061,2013
CSII US Equity,181.544,843.7054,Medical Devices,7.061,35.148503999999996,6.381,2014
CSII US Equity,178.184,602.5621,Medical Devices,6.381,38.061778999999994,6.782,2015
CSII US Equity,204.906,1058.7414,Medical Devices,6.782,33.664217,6.898,2016
CSII US Equity,217.043,1078.8634,Medical Devices,6.898,33.030321,7.169,2017
CSII US Equity,248.017,1499.741,Medical Devices,7.169,30.735796,7.623,2018
CSII US Equity,236.545,1251.7735,Medical Devices,7.623,34.183771,8.086,2019
CSII US Equity,258.973,1715.1934,Medical Devices,8.086,28.107177,7.279,2020
CSII US Equity,236.222,588.2603,Medical Devices,7.279,30.920067,7.304,2021
BKH US Equity,1272.188,1474.9926,Integrated Electric Utilities,2718.194,2021.283804,2571.453,2011
BKH US Equity,1173.884,1606.4608,Integrated Electric Utilities,2571.453,1983.914084,2328.885,2012
BKH US Equity,1275.852,2336.6615,Integrated Electric Utilities,2328.885,2063.564583,2632.803,2013
BKH US Equity,1393.57,2369.3947,Integrated Electric Utilities,2632.803,2038.9553450000003,2841.427,2014
BKH US Equity,1304.605,2376.8511,Integrated Electric Utilities,2841.427,2006.9055379999998,2618.219,2015
BKH US Equity,1538.916,3274.4647,Integrated Electric Utilities,2618.219,1695.26147,2608.865,2016
BKH US Equity,1680.266,3218.3448,Integrated Electric Utilities,2608.865,1740.979107,2925.308,2017
BKH US Equity,1754.268,3767.0708,Integrated Electric Utilities,2925.308,2316.1455379999998,4063.14,2018
BKH US Equity,1734.9,4828.3802,Integrated Electric Utilities,4063.14,2284.350683,3963.12,2019
BKH US Equity,1696.941,3858.7335,Integrated Electric Utilities,3963.12,2378.7450479999998,4036.59,2020
BKH US Equity,1949.102,4568.6324,Integrated Electric Utilities,4036.59,2070.9998760000003,4036.59,2021
VGR US Equity,580.415,1410.8898,Tobacco,8.688,15.702557999999998,9.114,2011
VGR US Equity,576.519,1336.7894,Tobacco,9.114,15.768778000000001,9.091,2012
VGR US Equity,599.497,1595.7967,Tobacco,9.091,13.037597,7.816,2013
VGR US Equity,1145.229,2440.0166,Tobacco,7.816,8.325846,9.535,2014
VGR US Equity,1217.55,2920.261,Tobacco,9.535,7.835407000000001,9.54,2015
VGR US Equity,1264.969,2904.7958,Tobacco,9.54,7.603348,9.618,2016
VGR US Equity,1346.915,3007.0982,Tobacco,9.618,7.299644,9.832,2017
VGR US Equity,1400.426,1371.0995,Tobacco,9.832,6.9685939999999995,9.759,2018
VGR US Equity,1452.455,1982.8568,Tobacco,9.759,15.685856000000001,22.783,2019
VGR US Equity,2002.669,1786.2319,Tobacco,22.783,12.027449,24.087,2020
VGR US Equity,1220.7,1767.4542,Tobacco,24.087,8.670435000000001,10.584,2021
CDNS US Equity,1149.835,2835.872,Application Software,6.336,5.769523,6.634,2011
CDNS US Equity,1326.424,3771.8554,Application Software,6.634,4.982570000000001,6.609,2012
CDNS US Equity,1460.116,4013.6927,Application Software,6.609,4.552378,6.647,2013
CDNS US Equity,1580.932,5490.5267,Application Software,6.647,4.315176,6.822,2014
CDNS US Equity,1702.091,6438.4475,Application Software,6.822,4.103776,6.985,2015
CDNS US Equity,1816.083,7013.6568,Application Software,6.985,3.69862,6.717,2016
CDNS US Equity,1943.032,11796.0419,Application Software,6.717,3.58975,6.975,2017
CDNS US Equity,2138.022,12135.8501,Application Software,6.975,3.625781,7.752,2018
CDNS US Equity,2336.319,19671.008,Application Software,7.752,2.702542,6.314,2019
CDNS US Equity,2682.891,38055.9206,Application Software,6.314,2.21813,5.951,2020
CDNS US Equity,2988.244,51580.9346,Application Software,5.951,2.101903,6.281,2021
CDE US Equity,1021.2,2164.2747,Precious Metals,112.876,192.999412,197.091,2011
CDE US Equity,895.492,2222.4215,Precious Metals,197.091,204.911937,183.497,2012
CDE US Equity,745.994,1115.8466,Precious Metals,183.497,196.403724,146.516,2013
CDE US Equity,635.742,528.2943,Precious Metals,146.516,205.471717,130.627,2014
CDE US Equity,646.086,375.3211,Precious Metals,130.627,225.697508,145.82,2015
CDE US Equity,571.897,1644.6836,Precious Metals,145.82,256.792744,146.859,2016
CDE US Equity,709.598,1392.2829,Precious Metals,146.859,230.162712,163.323,2017
CDE US Equity,625.904,908.7977,Precious Metals,163.323,252.63458900000003,158.125,2018
CDE US Equity,711.502,1951.5545,Precious Metals,158.125,259.839045,184.876,2019
CDE US Equity,785.461,2522.8258,Precious Metals,184.876,239.381713,188.025,2020
CDE US Equity,832.828,1294.8758,Precious Metals,188.025,250.339806,208.49,2021
CASH US Equity,96.55,59.4128,Banks,5.822,52.615225,5.08,2011
CASH US Equity,106.871,132.0141,Banks,5.08,48.741006000000006,5.209,2012
CASH US Equity,94.479,230.6849,Banks,5.209,52.995904,5.007,2013
CASH US Equity,100.398,217.5402,Banks,5.007,50.797824999999996,5.1,2014
CASH US Equity,119.781,340.9694,Banks,5.1,43.988613,5.269,2015
CASH US Equity,182.166,516.6179,Banks,5.269,32.064161,5.841,2016
CASH US Equity,280.275,754.1107,Banks,5.841,21.668005,6.073,2017
CASH US Equity,343.059,1081.0012,Banks,6.073,17.565492,6.026,2018
CASH US Equity,548.274,1232.8884,Banks,6.026,12.170922000000001,6.673,2019
CASH US Equity,532.635,660.4163,Banks,6.673,13.159105,7.009,2020
CASH US Equity,556.758,1662.0391,Banks,7.009,12.177643,6.78,2021
CW US Equity,2016.742,1642.3053,Defense,16.189,8.973384,18.097,2011
CW US Equity,2097.716,1524.9513,Defense,18.097,11.748491999999999,24.645,2012
CW US Equity,2118.081,2964.5647,Defense,24.645,13.55425,28.709,2013
CW US Equity,2243.126,3381.5799,Defense,28.709,9.002169,20.193,2014
CW US Equity,2205.683,3056.5623,Defense,20.193,7.458007,16.45,2015
CW US Equity,2108.931,4345.6481,Defense,16.45,5.84609,12.329,2016
CW US Equity,2271.026,5376.4508,Defense,12.329,5.368938999999999,12.193,2017
CW US Equity,2411.835,4367.9192,Defense,12.193,4.9422950000000005,11.92,2018
CW US Equity,2487.961,6013.2155,Defense,11.92,10.703544,26.63,2019
CW US Equity,2391.336,4760.6265,Defense,26.63,9.01839,21.566,2020
CW US Equity,2505.931,5334.6041,Defense,21.566,8.926423,22.369,2021
DBD US Equity,2835.848,1879.7844,Specialty Technology Hardware,17.844,3.619023,10.263,2011
DBD US Equity,2991.693,1935.7968,Specialty Technology Hardware,10.263,3.4846489999999997,10.425,2012
DBD US Equity,2857.491,2114.8862,Specialty Technology Hardware,10.425,3.571315,10.205,2013
DBD US Equity,2734.8,2238.8663,Specialty Technology Hardware,10.205,3.679977,10.064,2014
DBD US Equity,2419.3,1955.8982,Specialty Technology Hardware,10.064,54.642665,132.197,2015
DBD US Equity,3316.3,1889.8913,Specialty Technology Hardware,132.197,40.641076,134.778,2016
DBD US Equity,4609.3,1235.3822,Specialty Technology Hardware,134.778,27.968021,128.913,2017
DBD US Equity,4578.6,189.6733,Specialty Technology Hardware,128.913,26.398681,120.869,2018
DBD US Equity,4408.7,811.1454,Specialty Technology Hardware,120.869,28.624765,126.198,2019
DBD US Equity,3902.3,828.058,Specialty Technology Hardware,126.198,3.089716,12.057,2020
DBD US Equity,3905.2,709.0886,Specialty Technology Hardware,12.057,2.755301,10.76,2021
EQT US Equity,1323.829,8189.8448,Exploration & Production,575.813,386.860388,512.137,2011
EQT US Equity,1377.222,8853.4288,Exploration & Production,512.137,605.038984,833.273,2012
EQT US Equity,1862.011,13546.3655,Exploration & Production,833.273,601.167233,1119.38,2013
EQT US Equity,2398.233,11475.8172,Exploration & Production,1119.38,369.011685,884.976,2014
EQT US Equity,2125.729,7952.64,Exploration & Production,884.976,573.295091,1218.67,2015
EQT US Equity,1913.338,11302.8858,Exploration & Production,1218.67,784.356972,1500.74,2016
EQT US Equity,2743.859,15045.0944,Exploration & Production,1500.74,793.324293,2176.77,2017
EQT US Equity,4511.615,4806.9761,Exploration & Production,2176.77,192.102385,866.692,2018
EQT US Equity,4066.165,2781.3639,Exploration & Production,866.692,163.376548,664.316,2019
EQT US Equity,3557.449,3537.765,Exploration & Production,664.316,227.227713,808.351,2020
EQT US Equity,4680.893,8209.2622,Exploration & Production,808.351,213.118095,997.583,2021
ESE US Equity,693.711,679.2174,Pollution Control Equipment,48.164,71.53555300000001,49.625,2011
ESE US Equity,478.699,1033.0696,Pollution Control Equipment,49.625,85.460801,40.91,2012
ESE US Equity,490.079,878.6044,Pollution Control Equipment,40.91,80.90940400000001,39.652,2013
ESE US Equity,531.12,911.4788,Pollution Control Equipment,39.652,83.365341,44.277,2014
ESE US Equity,537.291,926.8177,Pollution Control Equipment,44.277,84.099678,45.186,2015
ESE US Equity,571.459,1193.7767,Pollution Control Equipment,45.186,85.55294400000001,48.89,2016
ESE US Equity,685.74,1548.7005,Pollution Control Equipment,48.89,47.032403,32.252,2017
ESE US Equity,771.582,1763.2318,Pollution Control Equipment,32.252,43.627249,33.662,2018
ESE US Equity,726.044,2067.0733,Pollution Control Equipment,33.662,42.889963,31.14,2019
ESE US Equity,730.471,2097.5982,Pollution Control Equipment,31.14,44.048292000000004,32.176,2020
ESE US Equity,715.44,2006.7303,Pollution Control Equipment,32.176,36.548138,26.148,2021
WTM US Equity,2173.1,3436.2541,P&C Insurance,7.931,4.276379,9.293,2011
WTM US Equity,2435.7,3239.8465,P&C Insurance,9.293,4.001724,9.747,2012
WTM US Equity,2317.4,3725.0678,P&C Insurance,9.747,4.1481829999999995,9.613,2013
WTM US Equity,1454.1,3771.9733,P&C Insurance,9.613,5.08562,7.395,2014
WTM US Equity,1621.7,4087.3868,P&C Insurance,7.395,4.498983,7.296,2015
WTM US Equity,157.7,3815.5767,P&C Insurance,7.296,29.575143,4.664,2016
WTM US Equity,373.8,3192.4456,P&C Insurance,4.664,21.340289,7.977,2017
WTM US Equity,369.1,2721.549,P&C Insurance,7.977,17.539962,6.474,2018
WTM US Equity,893.4,3553.2931,P&C Insurance,6.474,8.833669,7.892,2019
WTM US Equity,1180.7,3104.0583,P&C Insurance,7.892,6.953502,8.21,2020
WTM US Equity,944.8,3059.719,P&C Insurance,8.21,7.936070999999999,7.498,2021
AJG US Equity,2134.7,3835.568,Insurance Brokers & Services,5.148,2.388626,5.099,2011
AJG US Equity,2520.3,4352.04,Insurance Brokers & Services,5.099,2.056104,5.182,2012
AJG US Equity,3179.6,6269.848,Insurance Brokers & Services,5.182,1.445465,4.596,2013
AJG US Equity,4626.5,7749.368,Insurance Brokers & Services,4.596,1.226413,5.674,2014
AJG US Equity,5392.4,7242.286,Insurance Brokers & Services,5.674,1.05352,5.681,2015
AJG US Equity,5680.5,9264.468,Insurance Brokers & Services,5.681,0.9889969999999999,5.618,2016
AJG US Equity,6249.0,11453.68,Insurance Brokers & Services,5.618,0.8698990000000001,5.436,2017
AJG US Equity,6934.0,13560.8,Insurance Brokers & Services,5.436,0.758437,5.259,2018
AJG US Equity,7195.0,17912.763,Insurance Brokers & Services,5.259,0.00514,0.037,2019
AJG US Equity,7003.6,23962.627,Insurance Brokers & Services,0.037,0.004,0.028,2020
AJG US Equity,8209.4,35376.195,Insurance Brokers & Services,0.028,0.00341,0.028,2021
HAE US Equity,727.844,1763.0363,Life Science & Diagnostics,8.272,11.393925,8.293,2011
HAE US Equity,891.99,2125.9749,Life Science & Diagnostics,8.293,9.549434000000002,8.518,2012
HAE US Equity,938.509,1671.0426,Life Science & Diagnostics,8.518,10.707409,10.049,2013
HAE US Equity,910.373,2284.3735,Life Science & Diagnostics,10.049,11.244841000000001,10.237,2014
HAE US Equity,908.832,1797.4026,Life Science & Diagnostics,10.237,11.708435,10.641,2015
HAE US Equity,886.116,2120.0054,Life Science & Diagnostics,10.641,12.115795,10.736,2016
HAE US Equity,903.923,3829.4113,Life Science & Diagnostics,10.736,11.758745,10.629,2017
HAE US Equity,967.579,4463.2224,Life Science & Diagnostics,10.629,11.06783,10.709,2018
HAE US Equity,988.479,5080.0998,Life Science & Diagnostics,10.709,11.111009999999998,10.983,2019
HAE US Equity,870.463,5699.3426,Life Science & Diagnostics,10.983,12.118838,10.549,2020
HAE US Equity,993.196,3264.2827,Life Science & Diagnostics,10.549,9.826862,9.76,2021
HE US Equity,3242.335,2543.0949,Integrated Electric Utilities,6761.528,2636.138154,8547.243,2011
HE US Equity,3374.995,2461.9201,Integrated Electric Utilities,8547.243,2597.887701,8767.858,2012
HE US Equity,3238.47,2672.8508,Integrated Electric Utilities,8767.858,2588.209247,8381.838,2013
HE US Equity,3239.542,3433.8851,Integrated Electric Utilities,8381.838,2620.7269420000002,8489.955,2014
HE US Equity,2602.982,3110.9788,Integrated Electric Utilities,8489.955,2581.4777050000002,6719.54,2015
HE US Equity,2380.654,3590.8535,Integrated Electric Utilities,6719.54,2811.4459300000003,6693.08,2016
HE US Equity,2555.625,3932.6792,Integrated Electric Utilities,6693.08,2557.104427,6535.0,2017
HE US Equity,2860.849,3987.158,Integrated Electric Utilities,6535.0,2304.8822219999997,6593.92,2018
HE US Equity,2874.601,5106.4902,Integrated Electric Utilities,6593.92,2330.083375,6698.06,2019
HE US Equity,2579.775,3863.92,Integrated Electric Utilities,6698.06,2357.306354,6081.32,2020
HE US Equity,2850.379,4536.4391,Integrated Electric Utilities,6081.32,1294.557671,3689.98,2021
HL US Equity,477.634,1492.0663,Precious Metals,65.798,138.266958,66.041,2011
HL US Equity,321.143,1662.7734,Precious Metals,66.041,143.96079,46.232,2012
HL US Equity,382.589,1055.4032,Precious Metals,46.232,112.76330499999999,43.142,2013
HL US Equity,500.781,1024.9814,Precious Metals,43.142,103.310629,51.736,2014
HL US Equity,443.567,714.6333,Precious Metals,51.736,104.545649,46.373,2015
HL US Equity,645.957,2071.3032,Precious Metals,46.373,89.097262,57.553,2016
HL US Equity,577.775,1584.7304,Precious Metals,57.553,84.8081,49.0,2017
HL US Equity,567.137,1138.9453,Precious Metals,49.0,117.465445,66.619,2018
HL US Equity,673.266,1772.6174,Precious Metals,66.619,151.081445,101.718,2019
HL US Equity,691.873,3445.1981,Precious Metals,101.718,80.09851499999999,55.418,2020
HL US Equity,807.473,2809.088,Precious Metals,55.418,63.641755999999994,51.389,2021
IDA US Equity,1026.756,2118.4641,Integrated Electric Utilities,6900.26,4807.841396,4936.48,2011
IDA US Equity,1080.662,2174.2916,Integrated Electric Utilities,4936.48,5103.2885400000005,5514.93,2012
IDA US Equity,1246.214,2604.0655,Integrated Electric Utilities,5514.93,5632.965125,7019.88,2013
IDA US Equity,1282.524,3327.3672,Integrated Electric Utilities,7019.88,4778.187387,6128.14,2014
IDA US Equity,1270.289,3423.1764,Integrated Electric Utilities,6128.14,4325.740048,5494.94,2015
IDA US Equity,1262.02,4059.4601,Integrated Electric Utilities,5494.94,3835.272024,4840.19,2016
IDA US Equity,1349.486,4603.846,Integrated Electric Utilities,4840.19,2950.5233839999996,3981.69,2017
IDA US Equity,1370.752,4689.5529,Integrated Electric Utilities,3981.69,2882.089539,3950.63,2018
IDA US Equity,1346.383,5382.5082,Integrated Electric Utilities,3950.63,2990.404662,4026.23,2019
IDA US Equity,1350.729,4845.8548,Integrated Electric Utilities,4026.23,3641.714955,4918.97,2020
IDA US Equity,1458.084,5723.968,Integrated Electric Utilities,4918.97,2936.415186,4281.54,2021
MBI US Equity,2435.0,1536.0213,P&C Insurance,9.404,5.450513,13.272,2012
MBI US Equity,1209.0,2295.4636,P&C Insurance,13.272,9.383788000000001,11.345,2013
MBI US Equity,1270.0,1831.1352,P&C Insurance,11.345,11.574016,14.699,2014
MBI US Equity,853.0,981.9168,P&C Insurance,14.699,15.060960999999999,12.847,2015
MBI US Equity,294.0,1446.6489,P&C Insurance,12.847,30.180272000000002,8.873,2016
MBI US Equity,433.0,669.6662,P&C Insurance,8.873,24.688222,10.69,2017
MBI US Equity,162.0,801.2097,P&C Insurance,10.69,48.62963,7.878,2018
MBI US Equity,280.0,738.7296,P&C Insurance,7.878,25.992857,7.278,2019
MBI US Equity,282.0,353.1956,P&C Insurance,7.278,25.546098999999998,7.204,2020
MBI US Equity,189.0,861.441,P&C Insurance,7.204,35.031746000000005,6.621,2021
ALE US Equity,928.2,1574.25,Integrated Electric Utilities,601.867,599.3385049999999,556.306,2011
ALE US Equity,961.2,1614.612,Integrated Electric Utilities,556.306,636.482522,611.787,2012
ALE US Equity,1018.4,2065.032,Integrated Electric Utilities,611.787,659.0818929999999,671.209,2013
ALE US Equity,1136.8,2530.926,Integrated Electric Utilities,671.209,614.630542,698.712,2014
ALE US Equity,1486.4,2495.753,Integrated Electric Utilities,698.712,485.997713,722.387,2015
ALE US Equity,1339.7,3183.824,Integrated Electric Utilities,722.387,538.625812,721.597,2016
ALE US Equity,1419.3,3799.796,Integrated Electric Utilities,721.597,480.035229,681.314,2017
ALE US Equity,1498.6,3887.22,Integrated Electric Utilities,681.314,415.29027099999996,622.354,2018
ALE US Equity,1240.5,4180.255,Integrated Electric Utilities,622.354,978.049174,1213.27,2019
ALE US Equity,1169.1,3227.074,Integrated Electric Utilities,1213.27,254.960226,298.074,2020
ALE US Equity,1419.2,3529.82,Integrated Electric Utilities,298.074,210.02959399999997,298.074,2021
NJR US Equity,3009.209,1763.3345,Gas Utilities,79.95,28.639419999999998,86.182,2011
NJR US Equity,2248.923,1902.8664,Gas Utilities,86.182,32.206972,72.431,2012
NJR US Equity,3198.068,1848.4056,Gas Utilities,72.431,27.110743,86.702,2013
NJR US Equity,3738.145,2130.4187,Gas Utilities,86.702,22.064152,82.479,2014
NJR US Equity,2733.987,2568.5086,Gas Utilities,82.479,25.606559,70.008,2015
NJR US Equity,1880.905,2828.7976,Gas Utilities,70.008,30.95159,58.217,2016
NJR US Equity,2268.617,3648.3146,Gas Utilities,58.217,30.726650000000003,69.707,2017
NJR US Equity,2915.109,4070.3053,Gas Utilities,69.707,27.427791,79.955,2018
NJR US Equity,2592.045,4069.7452,Gas Utilities,79.955,28.340943,73.461,2019
NJR US Equity,1953.668,2592.5469,Gas Utilities,73.461,26.886349,52.527,2020
NJR US Equity,2156.613,3331.6533,Gas Utilities,52.527,24.156861000000003,52.097,2021
ORI US Equity,4645.5,2403.9731,P&C Insurance,8.19,1.8228389999999999,8.468,2011
ORI US Equity,4970.1,2763.5694,P&C Insurance,8.468,1.735176,8.624,2012
ORI US Equity,5442.5,4498.1825,P&C Insurance,8.624,1.623886,8.838,2013
ORI US Equity,5530.5,3817.6518,P&C Insurance,8.838,1.605099,8.877,2014
ORI US Equity,5765.9,4880.47,P&C Insurance,8.877,1.5444250000000002,8.905,2015
ORI US Equity,5900.4,4991.6735,P&C Insurance,8.905,1.5187110000000001,8.961,2016
ORI US Equity,6262.7,5756.324,P&C Insurance,8.961,1.4541650000000002,9.107,2017
ORI US Equity,6021.7,6226.8373,P&C Insurance,9.107,1.496421,9.011,2018
ORI US Equity,7460.5,6792.7076,P&C Insurance,9.011,1.2804769999999999,9.553,2019
ORI US Equity,7166.0,5994.2482,P&C Insurance,9.553,1.328217,9.518,2020
ORI US Equity,9341.5,7559.9632,P&C Insurance,9.518,1.081946,10.107,2021
AFG US Equity,4750.0,3609.5538,P&C Insurance,7.492,1.600842,7.604,2011
AFG US Equity,4957.0,3516.4621,P&C Insurance,7.604,1.583619,7.85,2012
AFG US Equity,5092.0,5166.7126,P&C Insurance,7.85,1.532207,7.802,2013
AFG US Equity,5733.0,5325.6779,P&C Insurance,7.802,1.4027560000000001,8.042,2014
AFG US Equity,6145.0,6305.1585,P&C Insurance,8.042,1.33214,8.186,2015
AFG US Equity,6498.0,7659.778,P&C Insurance,8.186,1.269621,8.25,2016
AFG US Equity,6865.0,9581.4184,P&C Insurance,8.25,1.2187910000000002,8.367,2017
AFG US Equity,7150.0,8083.5798,P&C Insurance,8.367,1.182378,8.454,2018
AFG US Equity,8237.0,9901.7992,P&C Insurance,8.454,1.06398,8.764,2019
AFG US Equity,7909.0,7565.5705,P&C Insurance,8.764,1.104059,8.732,2020
AFG US Equity,6552.0,11661.3469,P&C Insurance,8.732,1.275488,8.357,2021
RLI US Equity,619.169,1541.8733,P&C Insurance,9.125,13.117581999999999,8.122,2011
RLI US Equity,660.774,1374.8413,P&C Insurance,8.122,12.449036999999999,8.226,2012
RLI US Equity,705.601,2092.8142,P&C Insurance,8.226,11.89199,8.391,2013
RLI US Equity,775.165,2129.2741,P&C Insurance,8.391,10.609354,8.224,2014
RLI US Equity,794.634,2688.8499,P&C Insurance,8.224,10.217281999999999,8.119,2015
RLI US Equity,816.328,2774.2287,P&C Insurance,8.119,9.973932,8.142,2016
RLI US Equity,797.224,2678.0392,P&C Insurance,8.142,10.076214,8.033,2017
RLI US Equity,818.123,3070.3339,P&C Insurance,8.033,9.8946,8.095,2018
RLI US Equity,1003.591,4039.1087,P&C Insurance,8.095,8.590152999999999,8.621,2019
RLI US Equity,983.626,4701.5997,P&C Insurance,8.621,8.711644,8.569,2020
RLI US Equity,1179.245,5076.9347,P&C Insurance,8.569,7.544658,8.897,2021
SJI US Equity,828.56,1716.3695,Gas Utilities,82.236,97.262721,80.588,2011
SJI US Equity,706.28,1593.1087,Gas Utilities,80.588,108.41451,76.571,2012
SJI US Equity,731.421,1830.7338,Gas Utilities,76.571,94.349219,69.009,2013
SJI US Equity,886.996,2013.4866,Gas Utilities,69.009,90.419799,80.202,2014
SJI US Equity,959.568,1669.1114,Gas Utilities,80.202,78.9449,75.753,2015
SJI US Equity,1036.5,2677.6157,Gas Utilities,75.753,75.403763,78.156,2016
SJI US Equity,1243.068,2484.3178,Gas Utilities,78.156,73.63072700000001,91.528,2017
SJI US Equity,1641.338,2377.0729,Gas Utilities,91.528,86.657349,142.234,2018
SJI US Equity,1628.626,3047.1592,Gas Utilities,142.234,78.447108,127.761,2019
SJI US Equity,1541.383,2167.7563,Gas Utilities,127.761,66.039394,101.792,2020
SJI US Equity,1991.996,3064.9337,Gas Utilities,101.792,51.100504,101.792,2021
SWX US Equity,1887.188,1952.6742,Gas Utilities,988.57,538.6177739999999,1016.473,2011
SWX US Equity,1927.778,1957.1277,Gas Utilities,1016.473,529.126279,1020.038,2012
SWX US Equity,1950.782,2591.7709,Gas Utilities,1020.038,657.655238,1282.942,2013
SWX US Equity,2121.707,2875.598,Gas Utilities,1282.942,654.17798,1387.974,2014
SWX US Equity,2463.625,2613.347,Gas Utilities,1387.974,631.635091,1556.112,2015
SWX US Equity,2460.49,3638.0761,Gas Utilities,1556.112,648.0790410000001,1594.592,2016
SWX US Equity,2548.792,3870.321,Gas Utilities,1594.592,584.806842,1490.551,2017
SWX US Equity,2880.013,4056.5539,Gas Utilities,1490.551,548.9371050000001,1580.946,2018
SWX US Equity,3119.917,4178.9147,Gas Utilities,1580.946,545.2577739999999,1701.159,2019
SWX US Equity,3298.873,3474.4702,Gas Utilities,1701.159,434.321054,1432.77,2020
SWX US Equity,3680.451,4232.5668,Gas Utilities,1432.77,382.74276699999996,1408.666,2021
SNV US Equity,1480.63,1107.2666,Banks,5.736,3.826749,5.666,2011
SNV US Equity,1318.106,1927.1191,Banks,5.666,4.205276,5.543,2012
SNV US Equity,1182.585,3500.4652,Banks,5.543,4.587408,5.425,2013
SNV US Equity,1190.796,3687.5678,Banks,5.425,4.5641739999999995,5.435,2014
SNV US Equity,1213.882,4194.7329,Banks,5.435,4.499614,5.462,2015
SNV US Equity,1295.997,5022.6916,Banks,5.462,4.37038,5.664,2016
SNV US Equity,1507.824,5699.9363,Banks,5.664,3.791557,5.717,2017
SNV US Equity,1624.398,3706.5377,Banks,5.717,3.586559,5.826,2018
SNV US Equity,2406.538,5768.5778,Banks,5.826,2.7454379999999996,6.607,2019
SNV US Equity,2311.008,4792.0385,Banks,6.607,2.662475,6.153,2020
SNV US Equity,2103.409,6941.6328,Banks,6.153,2.906235,6.113,2021
TEX US Equity,6504.6,1469.888,Construction & Mining Machinery,50.313,8.709836000000001,56.654,2011
TEX US Equity,6982.2,3089.289,Construction & Mining Machinery,56.654,7.950215999999999,55.51,2012
TEX US Equity,7084.0,4614.701,Construction & Mining Machinery,55.51,8.476567000000001,60.048,2013
TEX US Equity,7308.9,2938.552,Construction & Mining Machinery,60.048,8.296871000000001,60.641,2014
TEX US Equity,5021.7,1990.296,Construction & Mining Machinery,60.641,9.349025000000001,46.948,2015
TEX US Equity,4443.1,3310.65,Construction & Mining Machinery,46.948,12.040692,53.498,2016
TEX US Equity,4363.4,3867.244,Construction & Mining Machinery,53.498,11.112894,48.49,2017
TEX US Equity,4517.2,1918.872,Construction & Mining Machinery,48.49,9.763792,44.105,2018
TEX US Equity,4353.1,2096.512,Construction & Mining Machinery,44.105,7.888861,34.341,2019
TEX US Equity,3076.4,2393.454,Construction & Mining Machinery,34.341,8.967299,27.587,2020
TEX US Equity,3886.8,3041.34,Construction & Mining Machinery,27.587,7.097612,27.587,2021
TR US Equity,532.505,1400.1375,Packaged Food,30.161,63.59564700000001,33.865,2011
TR US Equity,549.87,1508.6218,Packaged Food,33.865,68.034263,37.41,2012
TR US Equity,543.383,1926.0751,Packaged Food,37.41,40.439248,21.974,2013
TR US Equity,543.525,1841.8811,Packaged Food,21.974,40.053354999999996,21.77,2014
TR US Equity,540.112,1922.062,Packaged Food,21.77,33.563409,18.128,2015
TR US Equity,521.1,2458.1003,Packaged Food,18.128,35.392438999999996,18.443,2016
TR US Equity,519.289,2284.6824,Packaged Food,18.443,34.913122,18.13,2017
TR US Equity,518.92,2138.936,Packaged Food,18.13,40.971633,21.261,2018
TR US Equity,527.113,2220.2949,Packaged Food,21.261,40.659213,21.432,2019
TR US Equity,471.063,1959.9624,Packaged Food,21.432,44.563041,20.992,2020
TR US Equity,570.776,2428.8954,Packaged Food,20.992,59.243907,33.815,2021
UIS US Equity,3853.8,857.385,IT Services,4.159,1.0817890000000001,4.169,2011
UIS US Equity,3706.4,759.47,IT Services,4.169,1.0945930000000001,4.057,2012
UIS US Equity,3456.5,1483.4283,IT Services,4.057,1.1737309999999999,4.057,2013
UIS US Equity,3356.4,1465.156,IT Services,4.057,1.180729,3.963,2014
UIS US Equity,3015.1,551.395,IT Services,3.963,1.272926,3.838,2015
UIS US Equity,2820.7,748.995,IT Services,3.838,1.3191760000000001,3.721,2016
UIS US Equity,2741.8,411.575,IT Services,3.721,1.356773,3.72,2017
UIS US Equity,2825.0,594.293,IT Services,3.72,1.3430090000000001,3.794,2018
UIS US Equity,2948.7,740.064,IT Services,3.794,1.290399,3.805,2019
UIS US Equity,2026.3,1239.84,IT Services,3.805,1.767754,3.582,2020
UIS US Equity,2054.4,1382.304,IT Services,3.582,1.736273,3.567,2021
UVV US Equity,2446.877,1083.7844,Tobacco,100.19,42.659684000000006,104.383,2011
UVV US Equity,2461.699,1308.1962,Tobacco,104.383,41.990511,103.368,2012
